,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
161,20,2007,468974.0,5660045116.001749,389239626.9154606,3251556037.5389495,2019249451.5473392,5419800109.828386,12068.995543466694,11556.71766415278
162,20,2008,467743.0,5819093252.932888,372421881.6277872,3396177286.4206557,2050494084.8844452,5542051744.5473995,12440.79174446841,11848.497453831269
163,20,2009,470445.0,6097328097.204677,411334514.5009951,3574090928.0702934,2111902654.6333885,6328119976.288083,12960.767140058195,13451.349204026152
164,20,2010,474423.0,5826854798.724762,719731026.9250755,3056515281.7344394,2050608357.591274,6388054075.202921,12281.982110320876,13464.89119457303
165,20,2011,484126.0,5736300934.978151,633918128.5286299,3050155172.7572546,2052227499.05844,5863972121.760133,11848.776836976638,12112.491627717027
166,20,2012,486052.0,5695849068.46883,416057505.14706755,3219687087.264334,2060104364.4461124,5697974756.712966,11718.600208349786,11722.973584540267
167,20,2013,488670.0,5667222953.0,420819953.0,3193837953.0,2052564953.0,5621289953.0,11597.239349663372,11503.243401477479
168,21,1990,630508.0,3599038507.0348873,370510968.0974552,2258437724.469035,970089814.4683973,3645092067.5617065,5708.156767296985,5781.198759669515
169,21,1992,634098.0,4387802420.435918,481295587.6766836,2727928829.353248,1178578003.4059863,4180579914.3425574,6919.754391964519,6592.955527919276
170,21,1995,639992.0,5363908313.138465,478106513.10838884,3392201651.5804434,1493600148.4496334,5205837899.691019,8381.211504422658,8134.223396059668
171,21,1996,639531.0,5380644730.729998,453080362.6686856,3375440458.899161,1552123909.1621509,5683105751.76655,8413.422853200233,8886.364776322884
172,21,1997,631592.0,5577181243.388536,496219631.28179836,3456497760.897103,1624463851.2096355,5664607272.045997,8830.35447470604,8968.776159365536
173,21,1998,645232.0,5627853938.635549,525641499.8466335,3446782557.364142,1655429881.4247735,5742901701.508101,8722.21764983068,8900.522140111001
174,21,1999,653628.0,5857147329.813896,530648475.3764569,3615130320.296162,1711368534.1412773,6021540979.453698,8960.979838400277,9212.489335606337
175,21,2000,646467.0,5857860082.876018,577590166.8360435,3534589372.2899737,1745680543.7500002,6102571893.834689,9061.34432674215,9439.881531206836
176,21,2001,643730.0,5967913155.299323,586982120.7525414,3588306543.6041045,1792624490.9426773,5723834476.270708,9270.832733132405,8891.669607243268
177,21,2002,654363.0,5984694991.823025,629694490.3104007,3553616387.6627283,1801384113.8498955,5881941329.603891,9145.833416349984,8988.804882922615
178,21,2003,660782.0,6169727205.945639,637907515.7372593,3677922421.533408,1853897268.6749713,5952507573.993204,9337.00858368666,9008.277425827586
179,21,2004,663886.0,6333516232.273007,748897925.4478072,3661030845.599135,1923587461.2260652,6487248173.857319,9540.06596354345,9771.629728383065
180,21,2005,674502.0,6494339298.000852,770848875.3040322,3723539498.16727,1999950924.5295494,6859788572.833367,9628.34698488789,10170.153050448134
181,21,2006,679621.0,6935909022.8432045,786090474.4471083,3974168298.6337886,2175650249.7623076,7064089249.857383,10205.554305772193,10394.159759420887
182,21,2007,646360.0,6995930669.856102,761275640.0342587,3996519029.4074726,2238136000.4143705,7136304383.553934,10823.582322322083,11040.75806602193
183,21,2008,666019.0,7181294250.751848,754391322.1707442,4156466584.979273,2270436343.601831,7350251635.983092,10782.416493751452,11036.099024176625
184,21,2009,669858.0,7282776338.180204,781815729.3555423,4202754833.0435615,2298205775.7811003,7417514153.700759,10872.119670408063,11073.263518090042
185,21,2010,680052.0,7352253088.248785,1132347946.5684958,3912515109.316817,2307389946.896394,7576732371.504654,10811.310147236953,11141.401497980527
186,21,2011,673092.0,7357805916.861077,1206203055.589326,3836158872.321257,2315443906.0989084,7512399726.448484,10931.352499897603,11161.029586517867
187,21,2012,681951.0,7297787022.787189,997634662.8306425,3978406623.039736,2321745655.7449436,7553578851.263698,10701.336346434258,11076.424627669287
188,21,2013,685131.0,7216174960.0,867734960.0,3960821960.0,2387617960.0,7402414960.0,10532.54773174765,10804.37895818464
189,24,1990,698806.0,7713151231.918489,333666336.72746986,2874540937.814912,4504943957.376108,7660604172.845844,11037.614490886583,10962.419001619683
190,24,1992,736238.0,7761123367.576314,379088884.0479866,2980236375.629528,4401798107.8988,7800352798.06984,10541.595744278771,10594.8793706245
191,24,1995,790938.0,8530651943.921577,413145043.0739362,3148045404.251886,4969461496.595756,8576442801.520287,10785.48754001145,10843.381910491451
192,24,1996,805544.0,8449306628.004464,403692272.8243545,3212813096.7458296,4832801258.434279,8652318663.749868,10488.944896870269,10740.963452958333
193,24,1997,818583.0,8767105084.2358,424155563.33714044,3401731681.5906963,4941217839.307963,9022877013.394247,10710.099139898826,11022.556067490099
